"District","Income Streams","Cohort","Year","Status","Values"
"Mitooma","Livestock Value","2021","Year 1","Control",93.930304
"Mitooma","PPI","2021","Year 1","RTV",24.89
"Mitooma","PPI","2021","Year 1","Control",25.099267
"Rubanda","Salaried Employment","2021","Year 1","RTV",26.51
"Rubanda","Salaried Employment","2021","Year 1","Control",23.156283
"Rubanda","Self-Income / Business","2021","Year 1","RTV",41.11
"Rubanda","Self-Income / Business","2021","Year 1","Control",16.987185
"Rubanda","Casual Labour Income","2021","Year 1","RTV",59.73
"Rubanda","Casual Labour Income","2021","Year 1","Control",87.977754
"Rubanda","Remit and Gifts Income","2021","Year 1","RTV",27.22
"Rubanda","Remit and Gifts Income","2021","Year 1","Control",15.257919
"Rubanda","Rent Income","2021","Year 1","RTV",2.57
"Rubanda","Rent Income","2021","Year 1","Control",6.778432
"Rubanda","Perennial Crop Income","2021","Year 1","RTV",14.56
"Rubanda","Perennial Crop Income","2021","Year 1","Control",8.011606
"Rubanda","Seasonal Crop Income","2021","Year 1","RTV",132.45
"Rubanda","Seasonal Crop Income","2021","Year 1","Control",63.29161
"Rubanda","Season1 Value","2021","Year 1","RTV",147.57
"Rubanda","Season1 Value","2021","Year 1","Control",129.452617
"Rubanda","Season2 Value","2021","Year 1","RTV",104.77
"Rubanda","Season2 Value","2021","Year 1","Control",119.184855
"Rubanda","Perennial Value","2021","Year 1","RTV",31.68
"Rubanda","Perennial Value","2021","Year 1","Control",9.786008
"Rubanda","Annual Agric Value","2021","Year 1","RTV",284.02
"Rubanda","Annual Agric Value","2021","Year 1","Control",258.423481
"Rubanda","Livestock Income","2021","Year 1","RTV",18.97
"Rubanda","Livestock Income","2021","Year 1","Control",1.8145
"Rubanda","Livestock Income/ Production","2021","Year 1","RTV",21.3
"Rubanda","Livestock Income/ Production","2021","Year 1","Control",2.080078
"Rubanda","Livestock Value","2021","Year 1","RTV",209.96
"Rubanda","Livestock Value","2021","Year 1","Control",58.658822
"Rubanda","PPI","2021","Year 1","RTV",25.86
"Rubanda","PPI","2021","Year 1","Control",26.010413
"Kanungu","Salaried Employment","2022","Year 1","RTV",40.16
"Kanungu","Salaried Employment","2022","Year 1","Control",36.27
"Kanungu","Self-Income / Business","2022","Year 1","RTV",57.52
"Kanungu","Self-Income / Business","2022","Year 1","Control",47.06
"Kanungu","Casual Labour Income","2022","Year 1","RTV",61.94
"Kanungu","Casual Labour Income","2022","Year 1","Control",114.78
"Kanungu","Remit and Gifts Income","2022","Year 1","RTV",41.23
"Kanungu","Remit and Gifts Income","2022","Year 1","Control",17.38
"Kanungu","Rent Income","2022","Year 1","RTV",14.99
"Kanungu","Rent Income","2022","Year 1","Control",3.93
"Kanungu","Perennial Crop Income","2022","Year 1","RTV",190.79
"Kanungu","Perennial Crop Income","2022","Year 1","Control",58.24
"Kanungu","Seasonal Crop Income","2022","Year 1","RTV",66.87
"Kanungu","Seasonal Crop Income","2022","Year 1","Control",79.21
"Kanungu","Season1 Value","2022","Year 1","RTV",131.16
"Kanungu","Season1 Value","2022","Year 1","Control",123.3
"Kanungu","Season2 Value","2022","Year 1","RTV",121.24
"Kanungu","Season2 Value","2022","Year 1","Control",68.03
"Kanungu","Perennial Value","2022","Year 1","RTV",252.4
"Kanungu","Perennial Value","2022","Year 1","Control",149.52
"Kanungu","Annual Agric Value","2022","Year 1","RTV",307.1
"Kanungu","Annual Agric Value","2022","Year 1","Control",340.85
"Kanungu","Livestock Income","2022","Year 1","RTV",25.02
"Kanungu","Livestock Income","2022","Year 1","Control",27.55
"Kanungu","Livestock Income/ Production","2022","Year 1","RTV",27.74
"Kanungu","Livestock Income/ Production","2022","Year 1","Control",30.89
"Kanungu","Livestock Value","2022","Year 1","RTV",126.83
"Kanungu","Livestock Value","2022","Year 1","Control",212.66
"Kanungu","PPI","2022","Year 1","RTV",24.43
"Kanungu","PPI","2022","Year 1","Control",29.73
"Rukungiri","Salaried Employment","2022","Year 1","RTV",52.48
"Rukungiri","Salaried Employment","2022","Year 1","Control",23.905796
"Rukungiri","Self-Income / Business","2022","Year 1","RTV",24.77
"Rukungiri","Self-Income / Business","2022","Year 1","Control",82.427847
"Rukungiri","Casual Labour Income","2022","Year 1","RTV",78.28
"Rukungiri","Casual Labour Income","2022","Year 1","Control",69.67278
"Rukungiri","Remit and Gifts Income","2022","Year 1","RTV",32.4
"Rukungiri","Remit and Gifts Income","2022","Year 1","Control",37.394595
"Rukungiri","Rent Income","2022","Year 1","RTV",3.91
"Rukungiri","Rent Income","2022","Year 1","Control",8.579853
"Rukungiri","Perennial Crop Income","2022","Year 1","RTV",126.95
"Rukungiri","Perennial Crop Income","2022","Year 1","Control",89.61655
"Rukungiri","Seasonal Crop Income","2022","Year 1","RTV",132.41
"Rukungiri","Seasonal Crop Income","2022","Year 1","Control",81.824289
"Rukungiri","Season1 Value","2022","Year 1","RTV",196.78
"Rukungiri","Season1 Value","2022","Year 1","Control",173.106264
"Rukungiri","Season2 Value","2022","Year 1","RTV",166.97
"Rukungiri","Season2 Value","2022","Year 1","Control",95.105384
"Rukungiri","Perennial Value","2022","Year 1","RTV",217.61
"Rukungiri","Perennial Value","2022","Year 1","Control",170.935802
"Rukungiri","Annual Agric Value","2022","Year 1","RTV",581.35
"Rukungiri","Annual Agric Value","2022","Year 1","Control",439.14745
"Rukungiri","Livestock Income","2022","Year 1","RTV",22
"Rukungiri","Livestock Income","2022","Year 1","Control",28.03561
"Rukungiri","Livestock Income/ Production","2022","Year 1","RTV",24.81
"Rukungiri","Livestock Income/ Production","2022","Year 1","Control",30.466624
"Rukungiri","Livestock Value","2022","Year 1","RTV",238.24
"Rukungiri","Livestock Value","2022","Year 1","Control",241.17259
"Rukungiri","PPI","2022","Year 1","RTV",23.3
"Rukungiri","PPI","2022","Year 1","Control",27.645144
"Mitooma","Salaried Employment","2022","Year 1","RTV",56.26
"Mitooma","Salaried Employment","2022","Year 1","Control",50.32835
"Mitooma","Self-Income / Business","2022","Year 1","RTV",45.24
"Mitooma","Self-Income / Business","2022","Year 1","Control",63.864964
"Mitooma","Casual Labour Income","2022","Year 1","RTV",63.94
"Mitooma","Casual Labour Income","2022","Year 1","Control",101.994654
"Mitooma","Remit and Gifts Income","2022","Year 1","RTV",51.02
"Mitooma","Remit and Gifts Income","2022","Year 1","Control",29.736825
"Mitooma","Rent Income","2022","Year 1","RTV",6.95
"Mitooma","Rent Income","2022","Year 1","Control",4.348084
"Mitooma","Perennial Crop Income","2022","Year 1","RTV",122.37
"Mitooma","Perennial Crop Income","2022","Year 1","Control",78.579464
"Mitooma","Seasonal Crop Income","2022","Year 1","RTV",67.72
"Mitooma","Seasonal Crop Income","2022","Year 1","Control",30.053312
"Mitooma","Season1 Value","2022","Year 1","RTV",149.32
"Mitooma","Season1 Value","2022","Year 1","Control",90.824291
"Mitooma","Season2 Value","2022","Year 1","RTV",112.5
"Mitooma","Season2 Value","2022","Year 1","Control",57.668003
"Mitooma","Perennial Value","2022","Year 1","RTV",236.81
"Mitooma","Perennial Value","2022","Year 1","Control",208.959195
"Mitooma","Annual Agric Value","2022","Year 1","RTV",498.62
"Mitooma","Annual Agric Value","2022","Year 1","Control",357.45149
"Mitooma","Livestock Income","2022","Year 1","RTV",21.97
"Mitooma","Livestock Income","2022","Year 1","Control",10.592714
"Mitooma","Livestock Income/ Production","2022","Year 1","RTV",23.97
"Mitooma","Livestock Income/ Production","2022","Year 1","Control",11.841105
"Mitooma","Livestock Value","2022","Year 1","RTV",183.76
"Mitooma","Livestock Value","2022","Year 1","Control",93.930304
"Mitooma","PPI","2022","Year 1","RTV",24.19
"Mitooma","PPI","2022","Year 1","Control",25.099267
"Rubanda","Salaried Employment","2022","Year 1","RTV",35.42
"Rubanda","Salaried Employment","2022","Year 1","Control",33.968321
"Rubanda","Self-Income / Business","2022","Year 1","RTV",36.39
"Rubanda","Self-Income / Business","2022","Year 1","Control",20.732767
"Rubanda","Casual Labour Income","2022","Year 1","RTV",66.68
"Rubanda","Casual Labour Income","2022","Year 1","Control",89.665025
"Rubanda","Remit and Gifts Income","2022","Year 1","RTV",53.58
"Rubanda","Remit and Gifts Income","2022","Year 1","Control",22.178117
"Rubanda","Rent Income","2022","Year 1","RTV",11.35
"Rubanda","Rent Income","2022","Year 1","Control",8.838568
"Rubanda","Perennial Crop Income","2022","Year 1","RTV",62.07
"Rubanda","Perennial Crop Income","2022","Year 1","Control",8.731767
"Rubanda","Seasonal Crop Income","2022","Year 1","RTV",167.47
"Rubanda","Seasonal Crop Income","2022","Year 1","Control",72.337288
"Rubanda","Season1 Value","2022","Year 1","RTV",228.45
"Rubanda","Season1 Value","2022","Year 1","Control",153.175139
"Rubanda","Season2 Value","2022","Year 1","RTV",197.05
"Rubanda","Season2 Value","2022","Year 1","Control",127.755707
"Rubanda","Perennial Value","2022","Year 1","RTV",184.57
"Rubanda","Perennial Value","2022","Year 1","Control",30.763273
"Rubanda","Annual Agric Value","2022","Year 1","RTV",610.06
"Rubanda","Annual Agric Value","2022","Year 1","Control",311.694119
"Rubanda","Livestock Income","2022","Year 1","RTV",29.1
"Rubanda","Livestock Income","2022","Year 1","Control",4.981239
"Rubanda","Livestock Income/ Production","2022","Year 1","RTV",31.5
"Rubanda","Livestock Income/ Production","2022","Year 1","Control",6.16247
"Rubanda","Livestock Value","2022","Year 1","RTV",225.19
"Rubanda","Livestock Value","2022","Year 1","Control",92.678482
"Rubanda","PPI","2022","Year 1","RTV",24.08
"Rubanda","PPI","2022","Year 1","Control",25.190896
"Rubirizi","Salaried Employment","2022","Year 1","RTV",38.87
"Rubirizi","Salaried Employment","2022","Year 1","Control",50.32835
"Rubirizi","Self-Income / Business","2022","Year 1","RTV",30.74
"Rubirizi","Self-Income / Business","2022","Year 1","Control",63.864964
"Rubirizi","Casual Labour Income","2022","Year 1","RTV",59.55
"Rubirizi","Casual Labour Income","2022","Year 1","Control",101.994654
"Rubirizi","Remit and Gifts Income","2022","Year 1","RTV",38.24
"Rubirizi","Remit and Gifts Income","2022","Year 1","Control",29.736825
"Rubirizi","Rent Income","2022","Year 1","RTV",8.64
"Rubirizi","Rent Income","2022","Year 1","Control",4.348084
"Rubirizi","Perennial Crop Income","2022","Year 1","RTV",128.88
"Rubirizi","Perennial Crop Income","2022","Year 1","Control",78.579464
"Rubirizi","Seasonal Crop Income","2022","Year 1","RTV",126.79
"Rubirizi","Seasonal Crop Income","2022","Year 1","Control",30.053312
"Rubirizi","Season1 Value","2022","Year 1","RTV",164.77
"Rubirizi","Season1 Value","2022","Year 1","Control",90.824291
"Rubirizi","Season2 Value","2022","Year 1","RTV",161.04
"Rubirizi","Season2 Value","2022","Year 1","Control",57.668003
"Rubirizi","Perennial Value","2022","Year 1","RTV",253.81
"Rubirizi","Perennial Value","2022","Year 1","Control",208.959195
"Rubirizi","Annual Agric Value","2022","Year 1","RTV",579.62
"Rubirizi","Annual Agric Value","2022","Year 1","Control",357.45149
"Rubirizi","Livestock Income","2022","Year 1","RTV",11.41
"Rubirizi","Livestock Income","2022","Year 1","Control",10.592714
"Rubirizi","Livestock Income/ Production","2022","Year 1","RTV",12.54
"Rubirizi","Livestock Income/ Production","2022","Year 1","Control",11.841105
"Rubirizi","Livestock Value","2022","Year 1","RTV",101.3
"Rubirizi","Livestock Value","2022","Year 1","Control",93.930304
"Rubirizi","PPI","2022","Year 1","RTV",23.36
"Rubirizi","PPI","2022","Year 1","Control",25.099267
"Kyenjojo","Salaried Employment","2022","Year 1","RTV",22.33
"Kyenjojo","Salaried Employment","2022","Year 1","Control",7.0286286
"Kyenjojo","Self-Income / Business","2022","Year 1","RTV",25.54
"Kyenjojo","Self-Income / Business","2022","Year 1","Control",19.5655656
"Kyenjojo","Casual Labour Income","2022","Year 1","RTV",55.2
"Kyenjojo","Casual Labour Income","2022","Year 1","Control",61.1843844
"Kyenjojo","Remit and Gifts Income","2022","Year 1","RTV",13.91
"Kyenjojo","Remit and Gifts Income","2022","Year 1","Control",7.0206206
"Kyenjojo","Rent Income","2022","Year 1","RTV",10.16
"Kyenjojo","Rent Income","2022","Year 1","Control",10.1181181
"Kyenjojo","Perennial Crop Income","2022","Year 1","RTV",60.2
"Kyenjojo","Perennial Crop Income","2022","Year 1","Control",26.5203203
"Kyenjojo","Seasonal Crop Income","2022","Year 1","RTV",192.33
"Kyenjojo","Seasonal Crop Income","2022","Year 1","Control",100.6263263
"Kyenjojo","Season1 Value","2022","Year 1","RTV",217.24
"Kyenjojo","Season1 Value","2022","Year 1","Control",89.6127241
"Kyenjojo","Season2 Value","2022","Year 1","RTV",161.38
"Kyenjojo","Season2 Value","2022","Year 1","Control",75.5547508
"Kyenjojo","Perennial Value","2022","Year 1","RTV",109.83
"Kyenjojo","Perennial Value","2022","Year 1","Control",67.9988789
"Kyenjojo","Annual Agric Value","2022","Year 1","RTV",488.45
"Kyenjojo","Annual Agric Value","2022","Year 1","Control",233.1663538
"Kyenjojo","Livestock Income","2022","Year 1","RTV",35.12
"Kyenjojo","Livestock Income","2022","Year 1","Control",19.2586186
"Kyenjojo","Livestock Income/ Production","2022","Year 1","RTV",38.9
"Kyenjojo","Livestock Income/ Production","2022","Year 1","Control",27.2953153
"Kyenjojo","Livestock Value","2022","Year 1","RTV",204.27
"Kyenjojo","Livestock Value","2022","Year 1","Control",89.3775776
"Kyenjojo","PPI","2022","Year 1","RTV",24.43
"Kyenjojo","PPI","2022","Year 1","Control",27.3874074
"Kagadi GAC","Salaried Employment","2022","Year 1","RTV",12.13
"Kagadi GAC","Salaried Employment","2022","Year 1","Control",7.0286286
"Kagadi GAC","Self-Income / Business","2022","Year 1","RTV",30.03
"Kagadi GAC","Self-Income / Business","2022","Year 1","Control",19.5655656
"Kagadi GAC","Casual Labour Income","2022","Year 1","RTV",34.13
"Kagadi GAC","Casual Labour Income","2022","Year 1","Control",61.1843844
"Kagadi GAC","Remit and Gifts Income","2022","Year 1","RTV",12.76
"Kagadi GAC","Remit and Gifts Income","2022","Year 1","Control",7.0206206
"Kagadi GAC","Rent Income","2022","Year 1","RTV",11.2
"Kagadi GAC","Rent Income","2022","Year 1","Control",10.1181181
"Kagadi GAC","Perennial Crop Income","2022","Year 1","RTV",61.07
"Kagadi GAC","Perennial Crop Income","2022","Year 1","Control",26.5203203
"Kagadi GAC","Seasonal Crop Income","2022","Year 1","RTV",268.09
"Kagadi GAC","Seasonal Crop Income","2022","Year 1","Control",100.6263263
"Kagadi GAC","Season1 Value","2022","Year 1","RTV",232.32
"Kagadi GAC","Season1 Value","2022","Year 1","Control",89.6127241
"Kagadi GAC","Season2 Value","2022","Year 1","RTV",195.44
"Kagadi GAC","Season2 Value","2022","Year 1","Control",75.5547508
"Kagadi GAC","Perennial Value","2022","Year 1","RTV",142.03
"Kagadi GAC","Perennial Value","2022","Year 1","Control",67.9988789
"Kagadi GAC","Annual Agric Value","2022","Year 1","RTV",569.78
"Kagadi GAC","Annual Agric Value","2022","Year 1","Control",233.1663538
"Kagadi GAC","Livestock Income","2022","Year 1","RTV",28.52
"Kagadi GAC","Livestock Income","2022","Year 1","Control",19.2586186
"Kagadi GAC","Livestock Income/ Production","2022","Year 1","RTV",32.67
"Kagadi GAC","Livestock Income/ Production","2022","Year 1","Control",27.2953153
"Kagadi GAC","Livestock Value","2022","Year 1","RTV",203.2
"Kagadi GAC","Livestock Value","2022","Year 1","Control",89.3775776
"Kagadi GAC","PPI","2022","Year 1","RTV",24.82
"Kagadi GAC","PPI","2022","Year 1","Control",27.3874074
"Kagadi NonGAC","Salaried Employment","2022","Year 1","RTV",19.22
"Kagadi NonGAC","Salaried Employment","2022","Year 1","Control",7.0286286
"Kagadi NonGAC","Self-Income / Business","2022","Year 1","RTV",19.89
"Kagadi NonGAC","Self-Income / Business","2022","Year 1","Control",19.5655656
"Kagadi NonGAC","Casual Labour Income","2022","Year 1","RTV",52.58
"Kagadi NonGAC","Casual Labour Income","2022","Year 1","Control",61.1843844
"Kagadi NonGAC","Remit and Gifts Income","2022","Year 1","RTV",15.54
"Kagadi NonGAC","Remit and Gifts Income","2022","Year 1","Control",7.0206206
"Kagadi NonGAC","Rent Income","2022","Year 1","RTV",11.79
"Kagadi NonGAC","Rent Income","2022","Year 1","Control",10.1181181
"Kagadi NonGAC","Perennial Crop Income","2022","Year 1","RTV",68.35
"Kagadi NonGAC","Perennial Crop Income","2022","Year 1","Control",26.5203203
"Kagadi NonGAC","Seasonal Crop Income","2022","Year 1","RTV",204.23
"Kagadi NonGAC","Seasonal Crop Income","2022","Year 1","Control",100.6263263
"Kagadi NonGAC","Season1 Value","2022","Year 1","RTV",197.56
"Kagadi NonGAC","Season1 Value","2022","Year 1","Control",89.6127241
"Kagadi NonGAC","Season2 Value","2022","Year 1","RTV",161.8
"Kagadi NonGAC","Season2 Value","2022","Year 1","Control",75.5547508
"Kagadi NonGAC","Perennial Value","2022","Year 1","RTV",115.32
"Kagadi NonGAC","Perennial Value","2022","Year 1","Control",67.9988789
"Kagadi NonGAC","Annual Agric Value","2022","Year 1","RTV",474.68
"Kagadi NonGAC","Annual Agric Value","2022","Year 1","Control",233.1663538
"Kagadi NonGAC","Livestock Income","2022","Year 1","RTV",24.22
"Kagadi NonGAC","Livestock Income","2022","Year 1","Control",19.2586186
"Kagadi NonGAC","Livestock Income/ Production","2022","Year 1","RTV",27.62
"Kagadi NonGAC","Livestock Income/ Production","2022","Year 1","Control",27.2953153
"Kagadi NonGAC","Livestock Value","2022","Year 1","RTV",125.3
"Kagadi NonGAC","Livestock Value","2022","Year 1","Control",89.3775776
"Kagadi NonGAC","PPI","2022","Year 1","RTV",25.7
"Kagadi NonGAC","PPI","2022","Year 1","Control",27.3874074
"Kaliro","Salaried Employment","2022","Year 1","RTV",23.99
"Kaliro","Salaried Employment","2022","Year 1","Control",24.6129086
"Kaliro","Self-Income / Business","2022","Year 1","RTV",50.34
"Kaliro","Self-Income / Business","2022","Year 1","Control",36.54808813
"Kaliro","Casual Labour Income","2022","Year 1","RTV",73.69
"Kaliro","Casual Labour Income","2022","Year 1","Control",47.9027693
"Kaliro","Remit and Gifts Income","2022","Year 1","RTV",20.07
"Kaliro","Remit and Gifts Income","2022","Year 1","Control",18.85592985
"Kaliro","Rent Income","2022","Year 1","RTV",9.77
"Kaliro","Rent Income","2022","Year 1","Control",7.91497863
"Kaliro","Perennial Crop Income","2022","Year 1","RTV",8.59
"Kaliro","Perennial Crop Income","2022","Year 1","Control",0.67761807
"Kaliro","Seasonal Crop Income","2022","Year 1","RTV",95.93
"Kaliro","Seasonal Crop Income","2022","Year 1","Control",62.3560131
"Kaliro","Season1 Value","2022","Year 1","RTV",162.98
"Kaliro","Season1 Value","2022","Year 1","Control",105.34795216
"Kaliro","Season2 Value","2022","Year 1","RTV",120.79
"Kaliro","Season2 Value","2022","Year 1","Control",50.61302791
"Kaliro","Perennial Value","2022","Year 1","RTV",21.67
"Kaliro","Perennial Value","2022","Year 1","Control",3.15306066
"Kaliro","Annual Agric Value","2022","Year 1","RTV",283.77
"Kaliro","Annual Agric Value","2022","Year 1","Control",159.11404073
"Kaliro","Livestock Income","2022","Year 1","RTV",36.33
"Kaliro","Livestock Income","2022","Year 1","Control",16.87663022
"Kaliro","Livestock Income/ Production","2022","Year 1","RTV",43.4
"Kaliro","Livestock Income/ Production","2022","Year 1","Control",19.7505411
"Kaliro","Livestock Value","2022","Year 1","RTV",329.08
"Kaliro","Livestock Value","2022","Year 1","Control",201.7650863
"Kaliro","PPI","2022","Year 1","RTV",25.59
"Kaliro","PPI","2022","Year 1","Control",30.50698152
"Kanungu","Salaried Employment","2018","Year 2","RTV",30.71
"Kanungu","Salaried Employment","2018","Year 2","Control",18.5201595037661
"Kanungu","Self-Income / Business","2018","Year 2","RTV",49.33
"Kanungu","Self-Income / Business","2018","Year 2","Control",23.1564761482794
"Kanungu","Casual Labour Income","2018","Year 2","RTV",123.43
"Kanungu","Casual Labour Income","2018","Year 2","Control",109.947939743022
"Kanungu","Remit and Gifts Income","2018","Year 2","RTV",15.53
"Kanungu","Remit and Gifts Income","2018","Year 2","Control",14.6411165263624
"Kanungu","Rent Income","2018","Year 2","RTV",5.94
"Kanungu","Rent Income","2018","Year 2","Control",8.05937084625609
"Kanungu","Perennial Crop Income","2018","Year 2","RTV",76.31
"Kanungu","Perennial Crop Income","2018","Year 2","Control",61.2816422980357
"Kanungu","Seasonal Crop Income","2018","Year 2","RTV",83.67
"Kanungu","Seasonal Crop Income","2018","Year 2","Control",58.0029537734456
"Kanungu","Season1 Value","2018","Year 2","RTV",126.94
"Kanungu","Season1 Value","2018","Year 2","Control",61.6609274848619
"Kanungu","Season2 Value","2018","Year 2","RTV",116.91
"Kanungu","Season2 Value","2018","Year 2","Control",80.6434057007828
"Kanungu","Perennial Value","2018","Year 2","RTV",148.75
"Kanungu","Perennial Value","2018","Year 2","Control",166.58733089647
"Kanungu","Annual Agric Value","2018","Year 2","RTV",392.6
"Kanungu","Annual Agric Value","2018","Year 2","Control",308.891664082115
"Kanungu","Livestock Income","2018","Year 2","RTV",31.58
"Kanungu","Livestock Income","2018","Year 2","Control",28.8015064244572
"Kanungu","Livestock Income/ Production","2018","Year 2","RTV",37.65
"Kanungu","Livestock Income/ Production","2018","Year 2","Control",31.0308669325063
"Kanungu","Livestock Value","2018","Year 2","RTV",193.41
"Kanungu","Livestock Value","2018","Year 2","Control",127.555752473785
"Kanungu","PPI","2018","Year 2","RTV",24.17
"Kanungu","PPI","2018","Year 2","Control",29.64
"Kanungu","Salaried Employment","2019","Year 2","RTV",18.23
"Kanungu","Salaried Employment","2019","Year 2","Control",9.62399316473001
"Kanungu","Self-Income / Business","2019","Year 2","RTV",43.34
"Kanungu","Self-Income / Business","2019","Year 2","Control",23.365003417635
"Kanungu","Casual Labour Income","2019","Year 2","RTV",114.31
"Kanungu","Casual Labour Income","2019","Year 2","Control",122.262200956938
"Kanungu","Remit and Gifts Income","2019","Year 2","RTV",9.86
"Kanungu","Remit and Gifts Income","2019","Year 2","Control",17.8755980861244
"Kanungu","Rent Income","2019","Year 2","RTV",9.24
"Kanungu","Rent Income","2019","Year 2","Control",2.12918660287081
"Kanungu","Perennial Crop Income","2019","Year 2","RTV",108.73
"Kanungu","Perennial Crop Income","2019","Year 2","Control",86.7786397812714
"Kanungu","Seasonal Crop Income","2019","Year 2","RTV",224.97
"Kanungu","Seasonal Crop Income","2019","Year 2","Control",76.2917532467532
"Kanungu","Season1 Value","2019","Year 2","RTV",247.18
"Kanungu","Season1 Value","2019","Year 2","Control",103.765345181135
"Kanungu","Season2 Value","2019","Year 2","RTV",189.87
"Kanungu","Season2 Value","2019","Year 2","Control",68.5982467532468
"Kanungu","Perennial Value","2019","Year 2","RTV",170.75
"Kanungu","Perennial Value","2019","Year 2","Control",182.726384142174
"Kanungu","Annual Agric Value","2019","Year 2","RTV",607.8
"Kanungu","Annual Agric Value","2019","Year 2","Control",355.089976076555
"Kanungu","Livestock Income","2019","Year 2","RTV",29.55
"Kanungu","Livestock Income","2019","Year 2","Control",32.2891326042379
"Kanungu","Livestock Income/ Production","2019","Year 2","RTV",33.57
"Kanungu","Livestock Income/ Production","2019","Year 2","Control",37.3335618591934
"Kanungu","Livestock Value","2019","Year 2","RTV",265.07
"Kanungu","Livestock Value","2019","Year 2","Control",190.199908407382
"Kanungu","PPI","2019","Year 2","RTV",20.9
"Kanungu","PPI","2019","Year 2","Control",29.96
"Rukungiri","Salaried Employment","2019","Year 2","RTV",32.64
"Rukungiri","Salaried Employment","2019","Year 2","Control",9.62399316473001
"Rukungiri","Self-Income / Business","2019","Year 2","RTV",61.15
"Rukungiri","Self-Income / Business","2019","Year 2","Control",23.365003417635
"Rukungiri","Casual Labour Income","2019","Year 2","RTV",142.53
"Rukungiri","Casual Labour Income","2019","Year 2","Control",122.262200956938
"Rukungiri","Remit and Gifts Income","2019","Year 2","RTV",13.9
"Rukungiri","Remit and Gifts Income","2019","Year 2","Control",17.8755980861244
"Rukungiri","Rent Income","2019","Year 2","RTV",8.05
"Rukungiri","Rent Income","2019","Year 2","Control",2.12918660287081
"Rukungiri","Perennial Crop Income","2019","Year 2","RTV",165.7
"Rukungiri","Perennial Crop Income","2019","Year 2","Control",86.7786397812714
"Rukungiri","Seasonal Crop Income","2019","Year 2","RTV",191.15
"Rukungiri","Seasonal Crop Income","2019","Year 2","Control",76.2917532467532
"Rukungiri","Season1 Value","2019","Year 2","RTV",219.09
"Rukungiri","Season1 Value","2019","Year 2","Control",103.765345181135
"Rukungiri","Season2 Value","2019","Year 2","RTV",205.36
"Rukungiri","Season2 Value","2019","Year 2","Control",68.5982467532468
"Rukungiri","Perennial Value","2019","Year 2","RTV",300.5
"Rukungiri","Perennial Value","2019","Year 2","Control",182.726384142174
"Rukungiri","Annual Agric Value","2019","Year 2","RTV",724.95
"Rukungiri","Annual Agric Value","2019","Year 2","Control",355.089976076555
"Rukungiri","Livestock Income","2019","Year 2","RTV",24.17
"Rukungiri","Livestock Income","2019","Year 2","Control",32.2891326042379
"Rukungiri","Livestock Income/ Production","2019","Year 2","RTV",26.41
"Rukungiri","Livestock Income/ Production","2019","Year 2","Control",37.3335618591934
"Rukungiri","Livestock Value","2019","Year 2","RTV",451.18
"Rukungiri","Livestock Value","2019","Year 2","Control",190.199908407382
"Rukungiri","PPI","2019","Year 2","RTV",21.83
"Rukungiri","PPI","2019","Year 2","Control",29.96
"Kanungu","Salaried Employment","2020","Year 2","RTV",60.09
"Kanungu","Salaried Employment","2020","Year 2","Control",36.27
"Kanungu","Self-Income / Business","2020","Year 2","RTV",96.22
"Kanungu","Self-Income / Business","2020","Year 2","Control",47.06
"Kanungu","Casual Labour Income","2020","Year 2","RTV",90.41
"Kanungu","Casual Labour Income","2020","Year 2","Control",114.78
"Kanungu","Remit and Gifts Income","2020","Year 2","RTV",28.7
"Kanungu","Remit and Gifts Income","2020","Year 2","Control",17.38
"Kanungu","Rent Income","2020","Year 2","RTV",11.8
"Kanungu","Rent Income","2020","Year 2","Control",3.93
"Kanungu","Perennial Crop Income","2020","Year 2","RTV",145.84
"Kanungu","Perennial Crop Income","2020","Year 2","Control",58.24
"Kanungu","Seasonal Crop Income","2020","Year 2","RTV",190.68
"Kanungu","Seasonal Crop Income","2020","Year 2","Control",79.21
"Kanungu","Season1 Value","2020","Year 2","RTV",199.72
"Kanungu","Season1 Value","2020","Year 2","Control",123.3
"Kanungu","Season2 Value","2020","Year 2","RTV",184.69
"Kanungu","Season2 Value","2020","Year 2","Control",68.03
"Kanungu","Perennial Value","2020","Year 2","RTV",263.1
"Kanungu","Perennial Value","2020","Year 2","Control",149.52
"Kanungu","Annual Agric Value","2020","Year 2","RTV",647.51
"Kanungu","Annual Agric Value","2020","Year 2","Control",340.85
"Kanungu","Livestock Income","2020","Year 2","RTV",32.83
"Kanungu","Livestock Income","2020","Year 2","Control",27.55
"Kanungu","Livestock Income/ Production","2020","Year 2","RTV",36.91
"Kanungu","Livestock Income/ Production","2020","Year 2","Control",30.89
"Kanungu","Livestock Value","2020","Year 2","RTV",230.59
"Kanungu","Livestock Value","2020","Year 2","Control",212.66
"Kanungu","PPI","2020","Year 2","RTV",21.68
"Kanungu","PPI","2020","Year 2","Control",29.73
"Rukungiri","Salaried Employment","2020","Year 2","RTV",37.39
"Rukungiri","Salaried Employment","2020","Year 2","Control",36.27
"Rukungiri","Self-Income / Business","2020","Year 2","RTV",73.87
"Rukungiri","Self-Income / Business","2020","Year 2","Control",47.06
"Rukungiri","Casual Labour Income","2020","Year 2","RTV",116.87
"Rukungiri","Casual Labour Income","2020","Year 2","Control",114.78
"Rukungiri","Remit and Gifts Income","2020","Year 2","RTV",30.15
"Rukungiri","Remit and Gifts Income","2020","Year 2","Control",17.38
